40.7918	-73.9718
40.7391	-73.99
40.7624	-73.9744
40.7221	-73.9962
40.7246	-73.9916
40.7399	-74.0053
40.7554	-73.9753
40.7155	-74.0093
40.7394	-74.0072
40.7205	-74.0021
40.768	-73.985
40.768	-73.9835
40.7366	-73.9818
40.7538	-73.9774
40.7355	-74.0005
40.7716	-73.9826
40.7262	-73.9801
40.7559	-73.9678
40.7202	-74.0019
40.769	-73.9508
40.7251	-74.0069
40.73	-73.9941
40.7446	-73.979
40.7568	-73.9728
40.7227	-74.0017
40.7534	-73.9809
40.7225	-73.9877
40.7438	-73.9973
40.7592	-73.9767
40.7747	-73.9911
40.7234	-74.0083
40.7666	-73.961
40.7583	-73.9903
40.7161	-74.015
40.7359	-73.9875
40.7624	-73.966
40.755	-73.9872
40.7354	-73.988
40.7623	-73.9787
40.726	-74.0007
40.765	-73.9905
40.7254	-74.0001
40.7255	-74.0031
40.752	-73.9736
40.7602	-73.9652
40.7078	-74.0117
40.7457	-73.9936
40.7586	-73.9785
40.73	-74.0005
40.7563	-73.9973
40.7716	-73.9826
40.7877	-73.9769
40.7284	-74.005
40.7647	-73.9853
40.7201	-74.0001
40.7304	-74.0083
40.7642	-73.9854
40.7399	-73.9794
40.7796	-73.9502
40.7832	-73.9747
40.7246	-73.982
40.7484	-74.0037
40.7558	-73.9835
40.7538	-73.9899
40.7083	-74.008
40.7626	-73.9858
40.7323	-73.9968
40.7529	-73.9873
40.7478	-73.9851
40.719	-74.0064
40.7626	-73.9737
40.7204	-74.0011
40.7635	-73.9824
40.7369	-73.9917
40.7361	-73.9981
40.7901	-73.9752
40.7468	-73.9904
40.7219	-74.0028
40.7573	-73.9741
40.765	-73.9532
40.7405	-74.0044
40.7514	-73.994
40.7556	-73.9761
40.7721	-73.9897
40.7612	-73.9695
40.7592	-73.9948
40.7321	-73.9961
40.7412	-74.0052
40.7618	-73.9728
40.7585	-74
40.7312	-73.9952
40.786	-73.9529
40.7559	-73.971
40.7253	-73.998
40.7341	-73.9832
40.7644	-73.9958
40.7437	-73.9833
40.7397	-74.0025
40.7692	-73.9813
40.756	-73.9931
40.7752	-73.9635
40.7735	-73.9576
40.7103	-73.9845
40.7579	-73.9733
40.7436	-73.9929
40.7813	-73.9521
40.7422	-74.0042
40.7098	-74.0112
40.7364	-73.9965
40.76	-73.974
40.7551	-73.9783
40.735	-73.9933
40.7567	-73.9982
40.7931	-73.9681
40.7543	-73.9722
40.7483	-73.9786
40.7592	-73.969
40.7522	-73.9817
40.74	-73.9936
40.8377	-73.9442
40.7265	-73.9917
40.7828	-73.9797
40.7664	-73.9629
40.7559	-73.9743
40.7346	-74.0071
40.7808	-73.9797
40.7583	-73.9651
40.7506	-74.0036
40.7171	-74.0046
40.7397	-74.0065
40.7274	-73.9935
40.7616	-73.9876
40.7643	-73.9586
40.7473	-74.003
40.7307	-74.0007
40.7152	-74.0155
40.7557	-73.9872
40.7904	-73.9751
40.7746	-73.9571
40.7513	-73.9942
40.7687	-73.9901
40.7321	-74.0077
40.7264	-74.0057
40.7413	-74.0021
40.7275	-73.9959
40.7837	-73.9754
40.7141	-73.9902
